timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1770026755780,3,Get Dashboard Analytics,200,OK,API Operations 2-1,text,true,,480,461,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,3,0,0
1770026755781,177,Login User,200,OK,Authentication Flow 1-1,text,true,,565,323,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,177,0,0
1770026755960,99,Health Check,200,OK,Authentication Flow 1-1,text,true,,288,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,99,0,0
1770026755785,300,Register User (API Ops),201,Created,API Operations 2-1,text,true,,570,594,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,300,0,0
1770026756086,152,Get Projects,200,OK,API Operations 2-1,text,true,,220,450,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,152,0,0
1770026756240,20,Get Tasks,200,OK,API Operations 2-1,text,true,,220,447,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,20,0,0
1770026756060,202,Register User,201,Created,Authentication Flow 1-1,text,true,,572,380,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,202,0,0
1770026756262,3,Get Dashboard Analytics,200,OK,API Operations 2-1,text,true,,480,461,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,3,0,0
1770026756263,177,Login User,200,OK,Authentication Flow 1-1,text,true,,567,324,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,177,0,0
1770026756441,100,Health Check,200,OK,Authentication Flow 1-1,text,true,,288,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,100,0,0
1770026756266,298,Register User (API Ops),201,Created,API Operations 2-1,text,true,,570,594,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,298,0,0
1770026756565,101,Get Projects,200,OK,API Operations 2-1,text,true,,220,450,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,101,0,0
1770026756667,77,Get Tasks,200,OK,API Operations 2-1,text,true,,220,447,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,77,0,0
1770026756542,203,Register User,201,Created,Authentication Flow 1-1,text,true,,570,378,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,203,0,0
1770026756745,122,Get Dashboard Analytics,200,OK,API Operations 2-1,text,true,,480,461,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,122,0,0
1770026756746,122,Login User,200,OK,Authentication Flow 1-1,text,true,,565,323,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,122,0,0
1770026756868,177,Register User (API Ops),201,Created,API Operations 2-1,text,true,,570,594,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,177,0,0
1770026757047,3,Get Projects,200,OK,API Operations 2-1,text,true,,220,450,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,3,0,0
1770026757051,3,Get Tasks,200,OK,API Operations 2-1,text,true,,220,447,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,3,0,0
1770026757054,3,Get Dashboard Analytics,200,OK,API Operations 2-1,text,true,,480,461,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,3,0,0
1770026757057,117,Register User (API Ops),201,Created,API Operations 2-1,text,true,,570,594,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,117,0,0
1770026757176,3,Get Projects,200,OK,API Operations 2-1,text,true,,220,450,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,3,0,0
1770026757180,2,Get Tasks,200,OK,API Operations 2-1,text,true,,220,447,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,2,0,0
1770026757165,19,Health Check,200,OK,Authentication Flow 1-2,text,true,,288,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,19,0,16
1770026757183,5,Get Dashboard Analytics,200,OK,API Operations 2-1,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,5,0,0
1770026757185,271,Register User,201,Created,Authentication Flow 1-2,text,true,,572,380,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,271,0,0
1770026757189,496,Register User (API Ops),201,Created,API Operations 2-1,text,true,,568,592,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,496,0,0
1770026757686,99,Get Projects,200,OK,API Operations 2-1,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,99,0,0
1770026757187,599,Register User (API Ops),201,Created,API Operations 2-2,text,true,,570,414,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,599,0,15
1770026757457,329,Login User,200,OK,Authentication Flow 1-2,text,true,,567,324,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,329,0,0
1770026757786,54,Get Tasks,200,OK,API Operations 2-1,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,54,0,0
1770026757788,52,Health Check,200,OK,Authentication Flow 1-2,text,true,,288,232,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,52,0,0
1770026757788,53,Get Projects,200,OK,API Operations 2-2,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,53,0,0
1770026757841,4,Get Dashboard Analytics,200,OK,API Operations 2-1,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,4,0,0
1770026757842,106,Get Tasks,200,OK,API Operations 2-2,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,106,0,0
1770026757949,121,Get Dashboard Analytics,200,OK,API Operations 2-2,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,121,0,0
1770026757841,230,Register User,201,Created,Authentication Flow 1-2,text,true,,572,380,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,230,0,0
1770026757845,401,Register User (API Ops),201,Created,API Operations 2-1,text,true,,570,594,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,401,0,0
1770026758247,124,Get Projects,200,OK,API Operations 2-1,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,124,0,0
1770026758072,372,Login User,200,OK,Authentication Flow 1-2,text,true,,567,324,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,372,0,0
1770026758372,73,Get Tasks,200,OK,API Operations 2-1,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,73,0,0
1770026758071,377,Register User (API Ops),201,Created,API Operations 2-2,text,true,,570,594,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,376,0,0
1770026758446,3,Get Dashboard Analytics,200,OK,API Operations 2-1,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,3,0,0
1770026758446,4,Health Check,200,OK,Authentication Flow 1-2,text,true,,288,232,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,4,0,0
1770026758448,3,Get Projects,200,OK,API Operations 2-2,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,3,0,0
1770026758452,102,Get Tasks,200,OK,API Operations 2-2,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,102,0,0
1770026758556,122,Get Dashboard Analytics,200,OK,API Operations 2-2,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,122,0,0
1770026758450,229,Register User,201,Created,Authentication Flow 1-2,text,true,,572,380,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,229,0,0
1770026758450,406,Register User (API Ops),201,Created,API Operations 2-1,text,true,,570,594,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,406,0,0
1770026758857,124,Get Projects,200,OK,API Operations 2-1,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,124,0,0
1770026758680,375,Login User,200,OK,Authentication Flow 1-2,text,true,,567,324,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,375,0,0
1770026758983,72,Get Tasks,200,OK,API Operations 2-1,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,72,0,0
1770026758679,378,Register User (API Ops),201,Created,API Operations 2-2,text,true,,570,594,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,378,0,0
1770026759057,2,Health Check,200,OK,Authentication Flow 1-2,text,true,,288,232,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,2,0,0
1770026759057,3,Get Dashboard Analytics,200,OK,API Operations 2-1,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,3,0,0
1770026759058,3,Get Projects,200,OK,API Operations 2-2,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,3,0,0
1770026759062,103,Get Tasks,200,OK,API Operations 2-2,text,true,,220,447,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,103,0,0
1770026759167,19,Get Dashboard Analytics,200,OK,API Operations 2-2,text,true,,480,461,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,19,0,0
1770026759060,180,Register User,201,Created,Authentication Flow 1-2,text,true,,572,380,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,180,0,0
1770026759187,352,Register User (API Ops),201,Created,API Operations 2-2,text,true,,570,594,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,352,0,0
1770026759241,299,Login User,200,OK,Authentication Flow 1-2,text,true,,567,324,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,298,0,0
1770026759540,4,Get Projects,200,OK,API Operations 2-2,text,true,,220,450,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,4,0,0
1770026759541,3,Health Check,200,OK,Authentication Flow 1-2,text,true,,288,232,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,3,0,0
1770026759544,3,Get Tasks,200,OK,API Operations 2-2,text,true,,220,447,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,3,0,0
1770026759547,103,Get Dashboard Analytics,200,OK,API Operations 2-2,text,true,,480,461,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,103,0,0
1770026759545,123,Register User,201,Created,Authentication Flow 1-2,text,true,,572,380,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,123,0,0
1770026759651,314,Register User (API Ops),201,Created,API Operations 2-2,text,true,,570,594,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,314,0,0
1770026759669,297,Login User,200,OK,Authentication Flow 1-2,text,true,,567,324,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,297,0,0
1770026759967,3,Get Projects,200,OK,API Operations 2-2,text,true,,220,450,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,3,0,0
1770026759971,2,Get Tasks,200,OK,API Operations 2-2,text,true,,220,447,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,2,0,0
1770026759973,3,Get Dashboard Analytics,200,OK,API Operations 2-2,text,true,,480,461,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,3,0,0
1770026759977,172,Register User (API Ops),201,Created,API Operations 2-2,text,true,,570,594,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,172,0,0
1770026760153,3,Get Projects,200,OK,API Operations 2-2,text,true,,220,450,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,3,0,0
1770026760157,2,Get Tasks,200,OK,API Operations 2-2,text,true,,220,447,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,2,0,0
1770026760159,3,Get Dashboard Analytics,200,OK,API Operations 2-2,text,true,,480,461,1,1,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,3,0,0
1770026760168,109,Health Check,200,OK,Authentication Flow 1-3,text,true,,288,232,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,109,0,14
1770026760163,115,Register User (API Ops),201,Created,API Operations 2-2,text,true,,568,592,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,115,0,0
1770026760279,101,Get Projects,200,OK,API Operations 2-2,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,101,0,0
1770026760381,173,Get Tasks,200,OK,API Operations 2-2,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,173,0,0
1770026760188,368,Register User (API Ops),201,Created,API Operations 2-3,text,true,,570,414,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,368,0,15
1770026760555,28,Get Dashboard Analytics,200,OK,API Operations 2-2,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,28,0,0
1770026760557,27,Get Projects,200,OK,API Operations 2-3,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,27,0,0
1770026760278,307,Register User,201,Created,Authentication Flow 1-3,text,true,,572,380,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,307,0,0
1770026760585,54,Get Tasks,200,OK,API Operations 2-3,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,54,0,0
1770026760640,224,Get Dashboard Analytics,200,OK,API Operations 2-3,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,224,0,0
1770026760586,355,Login User,200,OK,Authentication Flow 1-3,text,true,,567,324,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,355,0,0
1770026760584,359,Register User (API Ops),201,Created,API Operations 2-2,text,true,,570,594,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,359,0,0
1770026760943,101,Health Check,200,OK,Authentication Flow 1-3,text,true,,288,232,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,101,0,0
1770026760944,101,Get Projects,200,OK,API Operations 2-2,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,101,0,0
1770026761046,21,Get Tasks,200,OK,API Operations 2-2,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,21,0,0
1770026760865,202,Register User (API Ops),201,Created,API Operations 2-3,text,true,,568,592,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,202,0,0
1770026761068,102,Get Dashboard Analytics,200,OK,API Operations 2-2,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,102,0,0
1770026761069,102,Get Projects,200,OK,API Operations 2-3,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,102,0,0
1770026761172,77,Get Tasks,200,OK,API Operations 2-3,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,77,0,0
1770026761045,205,Register User,201,Created,Authentication Flow 1-3,text,true,,572,380,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,205,0,0
1770026761250,103,Get Dashboard Analytics,200,OK,API Operations 2-3,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,103,0,0
1770026761171,380,Register User (API Ops),201,Created,API Operations 2-2,text,true,,570,594,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,380,0,0
1770026761251,301,Login User,200,OK,Authentication Flow 1-3,text,true,,567,324,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,301,0,0
1770026761552,103,Get Projects,200,OK,API Operations 2-2,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,103,0,0
1770026761553,102,Health Check,200,OK,Authentication Flow 1-3,text,true,,288,232,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,102,0,0
1770026761656,26,Get Tasks,200,OK,API Operations 2-2,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,26,0,0
1770026761354,330,Register User (API Ops),201,Created,API Operations 2-3,text,true,,570,594,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,330,0,0
1770026761683,157,Get Dashboard Analytics,200,OK,API Operations 2-2,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,157,0,0
1770026761685,156,Get Projects,200,OK,API Operations 2-3,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,156,0,0
1770026761842,33,Get Tasks,200,OK,API Operations 2-3,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,33,0,0
1770026761656,220,Register User,201,Created,Authentication Flow 1-3,text,true,,572,380,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,220,0,0
1770026761876,103,Get Dashboard Analytics,200,OK,API Operations 2-3,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,103,0,0
1770026761841,346,Register User (API Ops),201,Created,API Operations 2-2,text,true,,570,594,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,346,0,0
1770026761877,311,Login User,200,OK,Authentication Flow 1-3,text,true,,567,324,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/login,311,0,0
1770026762189,150,Get Projects,200,OK,API Operations 2-2,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,150,0,0
1770026762190,150,Health Check,200,OK,Authentication Flow 1-3,text,true,,288,232,1,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/health,150,0,0
1770026762341,19,Get Tasks,200,OK,API Operations 2-2,text,true,,220,447,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,19,0,0
1770026761980,382,Register User (API Ops),201,Created,API Operations 2-3,text,true,,570,594,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/auth/register,382,0,0
1770026762361,103,Get Dashboard Analytics,200,OK,API Operations 2-2,text,true,,480,461,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/analytics/dashboard,103,0,0
1770026762362,102,Get Projects,200,OK,API Operations 2-3,text,true,,220,450,2,3,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/projects,102,0,0
1770026762465,74,Get Tasks,200,OK,API Operations 2-3,text,true,,220,447,1,2,https://ca-api-100-ai-sdlc.orangepebble-a7745b8a.japaneast.azurecontainerapps.io/api/tasks,74,0,0
